"","ID","Title","study period","country","Species (English name)","Species (scientific name)","subject type","toxicant specific","toxicant group","sample type","group","sample size","no. exposed","OR if given, proportion exposed","Age Class","Sex","concentration level estimate type","concentration (ND for non-detects)","Detection limit (if reported)","SD of concentration","minimum","maximum","unit of measure","wet/dry weight?","sublethal effects assessed?","sublethal specific","sublethal type","Notes","...29","...30"
"637",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B15",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"638",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B16",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","11","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"639",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B17",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"640",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B18",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"641",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B19",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","5.6","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"642",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B20",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"643",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B21",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"644",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B22",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","3.9","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"645",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B23",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","0.74","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"646",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B24",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","0.87","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"647",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B25",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","0.96","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"648",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B26",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"649",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B27",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","6","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"650",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B28",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","6.8","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"651",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B29",1,"NA","NA","immature","unknown/mixed","n=1","5.6","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"652",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B30",1,"NA","NA","immature","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"653",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B31",1,"NA","NA","immature","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"654",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B32",1,"NA","NA","immature","unknown/mixed","n=1","5.6","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"655",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B33",1,"NA","NA","immature","unknown/mixed","n=1","31","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"656",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B34",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2.1","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"657",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B35",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1.7","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"658",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B36",1,"NA","NA","immature","unknown/mixed","n=1","8.1","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"659",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B37",1,"NA","NA","immature","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"660",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B38",1,"NA","NA","immature","unknown/mixed","n=1","2","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"661",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","brain","B39",1,"NA","NA","immature","unknown/mixed","n=1","ND","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"662",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B1",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","173","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"663",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B5",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","179","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"664",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B6",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","770","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"665",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B7",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","566","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"666",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B8",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1031","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"667",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B9",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","392","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"668",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B10",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2045","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"669",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B12",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","435","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"670",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B13",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","943","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"671",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B14",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1367","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"672",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B15",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1339","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"673",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B16",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","3471","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"674",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B17",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1563","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"675",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B18",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","470","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"676",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B19",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","5351","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"677",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B20",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1932","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"678",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B25",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2318","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"679",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B26",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","1477","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"680",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B27",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","749","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"681",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B30",1,"NA","NA","immature","unknown/mixed","n=1","1026","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"682",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B31",1,"NA","NA","immature","unknown/mixed","n=1","1180","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"683",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B34",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2177","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"684",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B35",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","302","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"685",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B37",1,"NA","NA","immature","unknown/mixed","n=1","1476","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"686",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Total PCBs","PCB","adipose","B39",1,"NA","NA","immature","unknown/mixed","n=1","2177","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"687",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B1",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","8.6","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"688",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B5",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","3","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"689",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B6",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","21","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"690",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B7",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","8.6999999999999993","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"691",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B8",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","25","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"692",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B9",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","24","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"693",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B10",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","185","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"694",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B12",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","16","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"695",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B13",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","16","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"696",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B14",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","19","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"697",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B15",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","26","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"698",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B16",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","19","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"699",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B17",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","30","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"700",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B18",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","5.2","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"701",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B19",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","65","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"702",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B20",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","17","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"703",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B25",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","36","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"704",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B26",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","50","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"705",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B27",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","5.3","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"706",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B30",1,"NA","NA","immature","unknown/mixed","n=1","13","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"707",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B31",1,"NA","NA","immature","unknown/mixed","n=1","8.6999999999999993","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"708",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B34",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","76","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"709",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B35",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","9.9","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"710",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B37",1,"NA","NA","immature","unknown/mixed","n=1","28","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"711",209,"Distribution of polychlorinate","2003-2005","Switzerland","Common Buzzard","Buteo buteo","wild","Sum of all PBDEs","flame retardants","adipose","B39",1,"NA","NA","immature","unknown/mixed","n=1","70","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"712",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S1",1,"NA","NA","unknown/mixed","female","n=1","207","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"713",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S2",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","7439","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"714",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S3",1,"NA","NA","unknown/mixed","female","n=1","344","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"715",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S4",1,"NA","NA","unknown/mixed","female","n=1","776","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"716",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S5",1,"NA","NA","immature","unknown/mixed","n=1","231","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"717",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S6",1,"NA","NA","adult","male","n=1","4452","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"718",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S7",1,"NA","NA","unknown/mixed","female","n=1","428","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"719",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S8",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","2327","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"720",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S9",1,"NA","NA","unknown/mixed","male","n=1","2105","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"721",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S10",1,"NA","NA","unknown/mixed","male","n=1","333","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"722",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Total PCBs","PCB","brain","S11",1,"NA","NA","unknown/mixed","male","n=1","390","each PCB varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"723",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S1",1,"NA","NA","unknown/mixed","female","n=1","4.5999999999999996","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"724",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S2",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","168","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"725",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S3",1,"NA","NA","unknown/mixed","female","n=1","4.5999999999999996","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"726",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S4",1,"NA","NA","unknown/mixed","female","n=1","12","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"727",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S5",1,"NA","NA","immature","unknown/mixed","n=1","13","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"728",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S6",1,"NA","NA","adult","male","n=1","154","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"729",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S7",1,"NA","NA","unknown/mixed","female","n=1","8.9","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"730",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S8",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","62","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"731",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S9",1,"NA","NA","unknown/mixed","male","n=1","57","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
"732",209,"Distribution of polychlorinate","2003-2005","Switzerland","Eurasian Sparrowhawk","Accipiter nisus","wild","Sum of all PBDEs","flame retardants","brain","S10",1,"NA","NA","unknown/mixed","male","n=1","14","each BDE varied","NA","n=1","n=1","ng/g","wet","no","none","none",NA,NA,NA
